210
220
240
264
288
300
320
350
360
392
400
420
440
462
480
500
528
540
560
588
600
630
648
660
686
700
720
750
770
792
800
832
840
864
880
900
924
950
972
980
1000
1020
1050
1078
1080
1100
1120
1152
1176
1188
1200
1232
1250
1260
1296
1300
1320
1344
1372
1386
1400
1428
1440
1470
1482
1500
1520
1540
1568
1584
1600
1620
1650
1664
1680
1700
1728
1750
1760
1782
1800
1820
1848
1872
1890
1900
1920
1944
1960
1980
2000
2028
2040
2070
2080
